emotion,model_used,status,error,rationale,V_right_pole_score_0_1000,V_left_pole_score_0_1000,V_signed_score_m1000_to_p1000,V_direction_label,V_direction_code,V_confidence_0_1,A_right_pole_score_0_1000,A_left_pole_score_0_1000,A_signed_score_m1000_to_p1000,A_direction_label,A_direction_code,A_confidence_0_1,C_right_pole_score_0_1000,C_left_pole_score_0_1000,C_signed_score_m1000_to_p1000,C_direction_label,C_direction_code,C_confidence_0_1,U_right_pole_score_0_1000,U_left_pole_score_0_1000,U_signed_score_m1000_to_p1000,U_direction_label,U_direction_code,U_confidence_0_1,S_right_pole_score_0_1000,S_left_pole_score_0_1000,S_signed_score_m1000_to_p1000,S_direction_label,S_direction_code,S_confidence_0_1
offended,google/gemini-3-flash-preview,ok,,"Offended is a high-social, negative-valence state triggered by interpersonal slights, involving significant arousal and a perceived loss of status or control.",210,790,-580,toward_left_pole,-1,0.95,640,360,280,toward_right_pole,1,0.85,380,620,-240,toward_left_pole,-1,0.8,420,580,-160,toward_left_pole,-1,0.75,890,110,780,toward_right_pole,1,0.9
on edge,google/gemini-3-flash-preview,ok,,"Being 'on edge' is a high-arousal, negative state defined by nervous anticipation, low perceived control, and high uncertainty regarding future events.",280,720,-440,toward_left_pole,-1,0.95,740,260,480,toward_right_pole,1,0.95,310,690,-380,toward_left_pole,-1,0.9,820,180,640,toward_right_pole,1,0.9,450,550,-100,toward_left_pole,-1,0.8
optimistic,google/gemini-3-flash-preview,ok,,"Optimism is a high-valence, high-control state characterized by positive expectations for the future and a moderate level of mental activation.",880,120,760,toward_right_pole,1,0.95,520,480,40,balanced,0,0.85,710,290,420,toward_right_pole,1,0.9,380,620,-240,toward_left_pole,-1,0.8,450,550,-100,toward_left_pole,-1,0.75
outraged,google/gemini-3-flash-preview,ok,,"Outrage is a high-arousal, negative-valence emotion driven by perceived external injustice, characterized by high agency and a strong social/moral orientation.",120,880,-760,toward_left_pole,-1,0.95,880,120,760,toward_right_pole,1,0.95,650,350,300,toward_right_pole,1,0.85,210,790,-580,toward_left_pole,-1,0.8,740,260,480,toward_right_pole,1,0.85
overjoyed,google/gemini-3-flash-preview,ok,,"Overjoyed is a high-arousal, extremely positive emotion characterized by a sense of fulfillment and certainty following a significant positive event.",985,15,970,toward_right_pole,1,0.99,820,180,640,toward_right_pole,1,0.95,740,260,480,toward_right_pole,1,0.85,150,850,-700,toward_left_pole,-1,0.8,550,450,100,toward_right_pole,1,0.75
overwhelmed,google/gemini-3-flash-preview,ok,,"Overwhelmed is a high-arousal, low-control state where demands exceed resources, resulting in negative valence and a sense of being cognitively or emotionally flooded.",280,720,-440,toward_left_pole,-1,0.9,760,240,520,toward_right_pole,1,0.95,120,880,-760,toward_left_pole,-1,0.95,680,320,360,toward_right_pole,1,0.85,450,550,-100,toward_left_pole,-1,0.8
panicked,google/gemini-3-flash-preview,ok,,"Panic is a high-arousal, low-valence state defined by a total loss of control and extreme uncertainty regarding immediate threats.",120,880,-760,toward_left_pole,-1,0.95,940,60,880,toward_right_pole,1,0.98,85,915,-830,toward_left_pole,-1,0.92,890,110,780,toward_right_pole,1,0.9,310,690,-380,toward_left_pole,-1,0.85
paranoid,google/gemini-3-flash-preview,ok,,"Paranoia is a high-arousal, negative state defined by extreme uncertainty and a focus on external threats, resulting in low perceived control.",180,820,-640,toward_left_pole,-1,0.95,720,280,440,toward_right_pole,1,0.9,210,790,-580,toward_left_pole,-1,0.85,890,110,780,toward_right_pole,1,0.9,760,240,520,toward_right_pole,1,0.8
passionate,google/gemini-3-flash-preview,ok,,"Passion is a high-arousal, positive state defined by intense motivation and goal-directed energy, reflecting strong agency and emotional clarity.",820,180,640,toward_right_pole,1,0.95,880,120,760,toward_right_pole,1,0.98,740,260,480,toward_right_pole,1,0.9,310,690,-380,toward_left_pole,-1,0.85,580,420,160,toward_right_pole,1,0.8
peaceful,google/gemini-3-flash-preview,ok,,"Peaceful is a high-valence, low-arousal state defined by tranquility, high perceived control, and low uncertainty, typically centered on internal harmony.",890,110,780,toward_right_pole,1,0.95,120,880,-760,toward_left_pole,-1,0.95,710,290,420,toward_right_pole,1,0.85,180,820,-640,toward_left_pole,-1,0.8,450,550,-100,toward_left_pole,-1,0.75
pensive,google/gemini-3-flash-preview,ok,,"Pensive is a low-arousal, introspective state involving serious thought, often leaning slightly toward melancholy and uncertainty while remaining focused on internal mental processes.",480,520,-40,balanced,0,0.85,210,790,-580,toward_left_pole,-1,0.9,520,480,40,balanced,0,0.75,640,360,280,toward_right_pole,1,0.8,150,850,-700,toward_left_pole,-1,0.85
pessimistic,google/gemini-3-flash-preview,ok,,"Pessimism is a low-valence, low-control state defined by the anticipation of negative outcomes, often resulting in reduced physiological arousal and a sense of resigned certainty.",210,790,-580,toward_left_pole,-1,0.95,380,620,-240,toward_left_pole,-1,0.85,240,760,-520,toward_left_pole,-1,0.9,310,690,-380,toward_left_pole,-1,0.8,420,580,-160,toward_left_pole,-1,0.75
playful,google/gemini-3-flash-preview,ok,,"Playful is a high-valence, moderately high-arousal state characterized by social engagement, creative agency, and a degree of spontaneous unpredictability.",845,155,690,toward_right_pole,1,0.95,620,380,240,toward_right_pole,1,0.9,710,290,420,toward_right_pole,1,0.85,580,420,160,toward_right_pole,1,0.8,690,310,380,toward_right_pole,1,0.9
pleased,google/gemini-3-flash-preview,ok,,"Pleased is a high-valence, low-arousal emotion associated with satisfaction, high agency, and low uncertainty following a positive outcome.",845,155,690,toward_right_pole,1,0.98,380,620,-240,toward_left_pole,-1,0.92,710,290,420,toward_right_pole,1,0.88,180,820,-640,toward_left_pole,-1,0.85,450,550,-100,toward_left_pole,-1,0.8
powerless,google/gemini-3-flash-preview,ok,,"Powerlessness is characterized by extremely low control and negative valence, reflecting an inability to influence one's environment or outcomes.",180,820,-640,toward_left_pole,-1,0.95,420,580,-160,toward_left_pole,-1,0.85,45,955,-910,toward_left_pole,-1,0.98,710,290,420,toward_right_pole,1,0.88,350,650,-300,toward_left_pole,-1,0.8
proud,google/gemini-3-flash-preview,ok,,"Pride is a high-dominance, positive emotion stemming from successful agency and goal attainment, characterized by high certainty and moderate arousal.",880,120,760,toward_right_pole,1,0.95,620,380,240,toward_right_pole,1,0.9,890,110,780,toward_right_pole,1,0.95,150,850,-700,toward_left_pole,-1,0.85,450,550,-100,toward_left_pole,-1,0.8
rattled,google/gemini-3-flash-preview,ok,,"Rattled describes a high-arousal, low-control state of being flustered and shaken, typically following an unexpected or unpleasant disruption to one's composure.",280,720,-440,toward_left_pole,-1,0.95,720,280,440,toward_right_pole,1,0.9,210,790,-580,toward_left_pole,-1,0.9,840,160,680,toward_right_pole,1,0.85,450,550,-100,toward_left_pole,-1,0.7
raw,google/gemini-3-flash-preview,ok,,"Raw denotes an unfiltered, high-intensity state of vulnerability and pain, characterized by low control and high physiological arousal.",320,680,-360,toward_left_pole,-1,0.85,780,220,560,toward_right_pole,1,0.9,210,790,-580,toward_left_pole,-1,0.8,640,360,280,toward_right_pole,1,0.75,450,550,-100,toward_left_pole,-1,0.7
reassured,google/gemini-3-flash-preview,ok,,"Reassured is a positive, low-arousal state characterized by reduced uncertainty and increased security, often mediated through social support or external evidence.",820,180,640,toward_right_pole,1,0.95,280,720,-440,toward_left_pole,-1,0.9,640,360,280,toward_right_pole,1,0.85,150,850,-700,toward_left_pole,-1,0.9,720,280,440,toward_right_pole,1,0.85
reflective,google/gemini-3-flash-preview,ok,,"Reflective is a low-arousal, self-oriented state of cognitive agency, typically leaning toward positive valence as it involves meaningful internal processing.",620,380,240,toward_right_pole,1,0.9,210,790,-580,toward_left_pole,-1,0.95,680,320,360,toward_right_pole,1,0.85,350,650,-300,toward_left_pole,-1,0.8,150,850,-700,toward_left_pole,-1,0.9
regretful,google/gemini-3-flash-preview,ok,,"Regret is a negative, low-agency emotion focused on past mistakes, characterized by low-to-moderate arousal and high certainty about the regrettable outcome.",180,820,-640,toward_left_pole,-1,0.95,420,580,-160,toward_left_pole,-1,0.85,210,790,-580,toward_left_pole,-1,0.9,150,850,-700,toward_left_pole,-1,0.8,350,650,-300,toward_left_pole,-1,0.75
rejected,google/gemini-3-flash-preview,ok,,"Rejection is a highly unpleasant, low-control social state characterized by exclusion, triggering significant distress and a focus on external social evaluation.",115,885,-770,toward_left_pole,-1,0.98,580,420,160,toward_right_pole,1,0.85,140,860,-720,toward_left_pole,-1,0.92,420,580,-160,toward_left_pole,-1,0.8,890,110,780,toward_right_pole,1,0.95
relaxed,google/gemini-3-flash-preview,ok,,"Relaxed is a prototypical low-arousal, high-valence state characterized by a sense of security, predictability, and moderate personal control.",820,180,640,toward_right_pole,1,0.95,150,850,-700,toward_left_pole,-1,0.98,680,320,360,toward_right_pole,1,0.85,180,820,-640,toward_left_pole,-1,0.9,420,580,-160,toward_left_pole,-1,0.8
relieved,google/gemini-3-flash-preview,ok,,"Relief is a positive, low-arousal state occurring when uncertainty is resolved and a threat is removed, leading to a sense of regained control.",820,180,640,toward_right_pole,1,0.95,210,790,-580,toward_left_pole,-1,0.9,680,320,360,toward_right_pole,1,0.85,120,880,-760,toward_left_pole,-1,0.9,450,550,-100,toward_left_pole,-1,0.8
remorseful,google/gemini-3-flash-preview,ok,,"Remorse is a highly social, negative emotion characterized by low agency over past events and high certainty about one's moral failure.",180,820,-640,toward_left_pole,-1,0.95,520,480,40,balanced,0,0.85,310,690,-380,toward_left_pole,-1,0.9,240,760,-520,toward_left_pole,-1,0.8,880,120,760,toward_right_pole,1,0.95
resentful,google/gemini-3-flash-preview,ok,,"Resentment is a low-control, socially-oriented negative emotion involving moderate arousal and high certainty regarding the source of perceived unfairness.",180,820,-640,toward_left_pole,-1,0.95,580,420,160,toward_right_pole,1,0.85,310,690,-380,toward_left_pole,-1,0.9,240,760,-520,toward_left_pole,-1,0.8,820,180,640,toward_right_pole,1,0.95
resigned,google/gemini-3-flash-preview,ok,,"Resignation is a low-arousal, low-control state where an individual accepts an unpleasant but certain reality, reflecting a passive surrender to circumstances.",320,680,-360,toward_left_pole,-1,0.9,210,790,-580,toward_left_pole,-1,0.85,140,860,-720,toward_left_pole,-1,0.95,180,820,-640,toward_left_pole,-1,0.8,450,550,-100,toward_left_pole,-1,0.7
restless,google/gemini-3-flash-preview,ok,,"Restlessness is a high-arousal, low-valence state marked by a lack of agency and internal focus, often occurring when one feels unsettled or uncertain.",310,690,-380,toward_left_pole,-1,0.9,720,280,440,toward_right_pole,1,0.95,340,660,-320,toward_left_pole,-1,0.85,680,320,360,toward_right_pole,1,0.8,210,790,-580,toward_left_pole,-1,0.85
romantic,google/gemini-3-flash-preview,ok,,"Romantic is a highly positive, socially-oriented state characterized by moderate arousal and a strong focus on interpersonal intimacy and connection.",885,115,770,toward_right_pole,1,0.95,620,380,240,toward_right_pole,1,0.9,540,460,80,toward_right_pole,1,0.85,410,590,-180,toward_left_pole,-1,0.8,910,90,820,toward_right_pole,1,0.98
safe,google/gemini-3-flash-preview,ok,,"Safety is a high-valence, low-arousal state characterized by high predictability and a strong sense of control over one's environment.",880,120,760,toward_right_pole,1,0.95,150,850,-700,toward_left_pole,-1,0.9,720,280,440,toward_right_pole,1,0.85,110,890,-780,toward_left_pole,-1,0.9,450,550,-100,toward_left_pole,-1,0.75
satisfied,google/gemini-3-flash-preview,ok,,"Satisfaction is a high-valence, low-arousal state of certainty and control, resulting from the fulfillment of internal desires or external requirements.",880,120,760,toward_right_pole,1,0.98,320,680,-360,toward_left_pole,-1,0.92,740,260,480,toward_right_pole,1,0.9,150,850,-700,toward_left_pole,-1,0.88,410,590,-180,toward_left_pole,-1,0.85
scared,google/gemini-3-flash-preview,ok,,"Scared is a high-arousal, negative-valence state defined by low agency and high uncertainty regarding a perceived threat.",180,820,-640,toward_left_pole,-1,0.95,820,180,640,toward_right_pole,1,0.95,210,790,-580,toward_left_pole,-1,0.9,780,220,560,toward_right_pole,1,0.85,350,650,-300,toward_left_pole,-1,0.75
scornful,google/gemini-3-flash-preview,ok,,"Scornful is a high-dominance, negative social emotion characterized by a sense of superiority and certain judgment toward another person.",180,820,-640,toward_left_pole,-1,0.95,580,420,160,toward_right_pole,1,0.85,720,280,440,toward_right_pole,1,0.9,150,850,-700,toward_left_pole,-1,0.8,890,110,780,toward_right_pole,1,0.95
secure,google/gemini-3-flash-preview,ok,,"Security is a high-valence, low-arousal state defined by stability, high personal control, and a lack of unpredictable threats.",840,160,680,toward_right_pole,1,0.95,210,790,-580,toward_left_pole,-1,0.9,780,220,560,toward_right_pole,1,0.9,120,880,-760,toward_left_pole,-1,0.95,450,550,-100,toward_left_pole,-1,0.8
self-assured,google/gemini-3-flash-preview,ok,,"Self-assuredness is a high-control, low-uncertainty state marked by positive valence and moderate arousal, centered on personal agency and internal stability.",820,180,640,toward_right_pole,1,0.95,450,550,-100,toward_left_pole,-1,0.85,910,90,820,toward_right_pole,1,0.98,120,880,-760,toward_left_pole,-1,0.92,310,690,-380,toward_left_pole,-1,0.88
self-conscious,google/gemini-3-flash-preview,ok,,"Self-consciousness is a socially-oriented, low-control state of heightened arousal, typically leaning negative due to the perceived pressure of external evaluation and social anxiety.",320,680,-360,toward_left_pole,-1,0.85,610,390,220,toward_right_pole,1,0.8,280,720,-440,toward_left_pole,-1,0.85,640,360,280,toward_right_pole,1,0.75,890,110,780,toward_right_pole,1,0.9
self-critical,google/gemini-3-flash-preview,ok,,"Self-criticism is a negative, self-oriented state characterized by low valence, moderate arousal from internal tension, and a sense of diminished control over one's ideal self-image.",210,790,-580,toward_left_pole,-1,0.95,580,420,160,toward_right_pole,1,0.85,320,680,-360,toward_left_pole,-1,0.88,240,760,-520,toward_left_pole,-1,0.8,150,850,-700,toward_left_pole,-1,0.92
self-doubting,google/gemini-3-flash-preview,ok,,"Self-doubting is a low-control, high-uncertainty state marked by negative self-focus and moderate cognitive arousal.",210,790,-580,toward_left_pole,-1,0.95,480,520,-40,balanced,0,0.85,120,880,-760,toward_left_pole,-1,0.95,890,110,780,toward_right_pole,1,0.98,150,850,-700,toward_left_pole,-1,0.9
sentimental,google/gemini-3-flash-preview,ok,,"Sentimental is a low-arousal, prosocial emotion involving pleasant nostalgia for past connections, characterized by high certainty and moderate internal control.",715,285,430,toward_right_pole,1,0.9,380,620,-240,toward_left_pole,-1,0.85,540,460,80,toward_right_pole,1,0.8,210,790,-580,toward_left_pole,-1,0.85,760,240,520,toward_right_pole,1,0.9
serene,google/gemini-3-flash-preview,ok,,"Serenity is a high-valence, low-arousal state defined by peacefulness, internal control, and a lack of environmental or emotional turbulence.",890,110,780,toward_right_pole,1,0.95,120,880,-760,toward_left_pole,-1,0.98,710,290,420,toward_right_pole,1,0.85,150,850,-700,toward_left_pole,-1,0.88,320,680,-360,toward_left_pole,-1,0.8
shaken,google/gemini-3-flash-preview,ok,,"Shaken describes a high-arousal, low-control state of distress typically caused by an unexpected and jarring event that undermines one's sense of stability.",210,790,-580,toward_left_pole,-1,0.95,780,220,560,toward_right_pole,1,0.9,180,820,-640,toward_left_pole,-1,0.85,890,110,780,toward_right_pole,1,0.9,420,580,-160,toward_left_pole,-1,0.7
shamefaced,google/gemini-3-flash-preview,ok,,"Shamefaced reflects a submissive, unpleasant state triggered by social failure, characterized by low agency and high orientation toward the perceived gaze of others.",210,790,-580,toward_left_pole,-1,0.95,480,520,-40,balanced,0,0.85,180,820,-640,toward_left_pole,-1,0.9,320,680,-360,toward_left_pole,-1,0.8,890,110,780,toward_right_pole,1,0.95
shell-shocked,google/gemini-3-flash-preview,ok,,"Shell-shocked describes a state of profound trauma, characterized by low valence, high internal arousal, minimal control, and extreme uncertainty following overwhelming events.",110,890,-780,toward_left_pole,-1,0.95,780,220,560,toward_right_pole,1,0.85,85,915,-830,toward_left_pole,-1,0.9,920,80,840,toward_right_pole,1,0.9,210,790,-580,toward_left_pole,-1,0.8
shocked,google/gemini-3-flash-preview,ok,,"Shocked represents a high-arousal, low-control state triggered by extreme uncertainty or unexpectedness, typically leaning toward a negative valence in most contexts.",320,680,-360,toward_left_pole,-1,0.85,890,110,780,toward_right_pole,1,0.95,210,790,-580,toward_left_pole,-1,0.8,960,40,920,toward_right_pole,1,0.98,450,550,-100,toward_left_pole,-1,0.7
smitten,google/gemini-3-flash-preview,ok,,"Smitten reflects a high-arousal, positive state of infatuation characterized by a strong external focus on another person and a slight loss of personal agency.",880,120,760,toward_right_pole,1,0.95,720,280,440,toward_right_pole,1,0.9,380,620,-240,toward_left_pole,-1,0.85,610,390,220,toward_right_pole,1,0.8,920,80,840,toward_right_pole,1,0.95
soothed,google/gemini-3-flash-preview,ok,,"Soothed is a low-arousal, high-valence state characterized by a transition from distress to calm, often involving social support and high predictability.",880,120,760,toward_right_pole,1,0.95,120,880,-760,toward_left_pole,-1,0.95,650,350,300,toward_right_pole,1,0.85,150,850,-700,toward_left_pole,-1,0.9,720,280,440,toward_right_pole,1,0.8
sorrowful,google/gemini-3-flash-preview,ok,,"Sorrowful is a low-arousal, highly negative state marked by low agency and high certainty regarding a painful loss or misfortune.",115,885,-770,toward_left_pole,-1,0.98,320,680,-360,toward_left_pole,-1,0.92,180,820,-640,toward_left_pole,-1,0.9,240,760,-520,toward_left_pole,-1,0.85,410,590,-180,toward_left_pole,-1,0.8
spiteful,google/gemini-3-flash-preview,ok,,"Spiteful is a socially-oriented, negative emotion involving moderate arousal and agency, typically directed at others to cause harm in response to perceived slights.",180,820,-640,toward_left_pole,-1,0.95,620,380,240,toward_right_pole,1,0.85,580,420,160,toward_right_pole,1,0.8,210,790,-580,toward_left_pole,-1,0.85,890,110,780,toward_right_pole,1,0.95
startled,google/gemini-3-flash-preview,ok,,"Startled is a high-arousal, low-control state defined by sudden uncertainty and an involuntary physiological response to unexpected stimuli.",380,620,-240,toward_left_pole,-1,0.85,890,110,780,toward_right_pole,1,0.95,210,790,-580,toward_left_pole,-1,0.9,940,60,880,toward_right_pole,1,0.95,450,550,-100,toward_left_pole,-1,0.75
stressed,google/gemini-3-flash-preview,ok,,"Stress is a high-arousal, negative-valence state marked by low perceived control and high uncertainty regarding environmental demands.",210,790,-580,toward_left_pole,-1,0.95,780,220,560,toward_right_pole,1,0.98,240,760,-520,toward_left_pole,-1,0.9,720,280,440,toward_right_pole,1,0.85,350,650,-300,toward_left_pole,-1,0.8
suffocated,google/gemini-3-flash-preview,ok,,"Suffocated represents a high-arousal, low-valence state defined by a severe lack of control and a desperate need for autonomy or relief.",85,915,-830,toward_left_pole,-1,0.95,720,280,440,toward_right_pole,1,0.85,110,890,-780,toward_left_pole,-1,0.9,640,360,280,toward_right_pole,1,0.8,410,590,-180,toward_left_pole,-1,0.75
sulky,google/gemini-3-flash-preview,ok,,"Sulky is a low-arousal, negative state involving social withdrawal used as a passive-aggressive signal of dissatisfaction toward others.",210,790,-580,toward_left_pole,-1,0.95,320,680,-360,toward_left_pole,-1,0.85,380,620,-240,toward_left_pole,-1,0.8,240,760,-520,toward_left_pole,-1,0.75,680,320,360,toward_right_pole,1,0.85
surprised,google/gemini-3-flash-preview,ok,,"Surprise is defined by high uncertainty and arousal due to unexpected stimuli, while its valence and social orientation remain context-dependent.",580,420,160,toward_right_pole,1,0.7,720,280,440,toward_right_pole,1,0.9,350,650,-300,toward_left_pole,-1,0.8,950,50,900,toward_right_pole,1,0.95,500,500,0,balanced,0,0.6
suspicious,google/gemini-3-flash-preview,ok,,"Suspicion is a vigilant, social emotion characterized by high uncertainty and negative valence, arising from a perceived lack of transparency in others.",310,690,-380,toward_left_pole,-1,0.9,580,420,160,toward_right_pole,1,0.85,420,580,-160,toward_left_pole,-1,0.8,890,110,780,toward_right_pole,1,0.95,760,240,520,toward_right_pole,1,0.9
sympathetic,google/gemini-3-flash-preview,ok,,"Sympathy is a prosocial, other-oriented emotion characterized by moderate pleasantness and low-to-mid arousal, centered on recognizing and responding to another's state.",680,320,360,toward_right_pole,1,0.9,420,580,-160,toward_left_pole,-1,0.85,550,450,100,toward_right_pole,1,0.8,310,690,-380,toward_left_pole,-1,0.75,940,60,880,toward_right_pole,1,0.95
tender,google/gemini-3-flash-preview,ok,,"Tender is a low-arousal, highly positive emotion fundamentally rooted in social connection, care, and a sense of safe, predictable intimacy.",880,120,760,toward_right_pole,1,0.95,210,790,-580,toward_left_pole,-1,0.9,620,380,240,toward_right_pole,1,0.8,150,850,-700,toward_left_pole,-1,0.85,910,90,820,toward_right_pole,1,0.95
tense,google/gemini-3-flash-preview,ok,,"Tense is a high-arousal, negative state marked by physical rigidity and psychological apprehension, often occurring in unpredictable or low-control situations.",280,720,-440,toward_left_pole,-1,0.95,720,280,440,toward_right_pole,1,0.98,310,690,-380,toward_left_pole,-1,0.85,640,360,280,toward_right_pole,1,0.88,420,580,-160,toward_left_pole,-1,0.8
terrified,google/gemini-3-flash-preview,ok,,"Terrified represents an extreme state of high-arousal fear, marked by very low valence, minimal perceived control, and high uncertainty regarding immediate safety.",42,958,-916,toward_left_pole,-1,0.98,945,55,890,toward_right_pole,1,0.95,85,915,-830,toward_left_pole,-1,0.92,810,190,620,toward_right_pole,1,0.88,320,680,-360,toward_left_pole,-1,0.85
thankful,google/gemini-3-flash-preview,ok,,"Thankful is a positive, low-arousal emotion characterized by high social orientation and certainty following a beneficial event or action.",890,110,780,toward_right_pole,1,0.98,420,580,-160,toward_left_pole,-1,0.9,610,390,220,toward_right_pole,1,0.85,180,820,-640,toward_left_pole,-1,0.88,910,90,820,toward_right_pole,1,0.95
threatened,google/gemini-3-flash-preview,ok,,"Threatened is a high-arousal, negative state characterized by low control and high uncertainty, typically triggered by external agents or environmental dangers.",180,820,-640,toward_left_pole,-1,0.95,740,260,480,toward_right_pole,1,0.9,210,790,-580,toward_left_pole,-1,0.85,680,320,360,toward_right_pole,1,0.8,550,450,100,toward_right_pole,1,0.75
thrilled,google/gemini-3-flash-preview,ok,,"Thrilled represents a high-arousal, high-valence state of intense excitement and positive agency, typically occurring when a desired outcome is realized.",910,90,820,toward_right_pole,1,0.98,880,120,760,toward_right_pole,1,0.95,720,280,440,toward_right_pole,1,0.85,350,650,-300,toward_left_pole,-1,0.8,480,520,-40,balanced,0,0.75
tormented,google/gemini-3-flash-preview,ok,,"Tormented is a highly negative, high-arousal state defined by a lack of control and intense internal suffering, typically focused on the individual's own pain.",82,918,-836,toward_left_pole,-1,0.98,745,255,490,toward_right_pole,1,0.92,115,885,-770,toward_left_pole,-1,0.95,610,390,220,toward_right_pole,1,0.85,320,680,-360,toward_left_pole,-1,0.88
torn,google/gemini-3-flash-preview,ok,,"Torn represents a state of high uncertainty and low control, marked by the unpleasant tension of being pulled between mutually exclusive options.",310,690,-380,toward_left_pole,-1,0.9,620,380,240,toward_right_pole,1,0.85,240,760,-520,toward_left_pole,-1,0.9,880,120,760,toward_right_pole,1,0.95,450,550,-100,toward_left_pole,-1,0.75
touched,google/gemini-3-flash-preview,ok,,"Touched is a positive, low-to-mid arousal state driven by social connection and external kindness, emphasizing interpersonal warmth and receptivity over personal agency.",820,180,640,toward_right_pole,1,0.95,410,590,-180,toward_left_pole,-1,0.85,480,520,-40,balanced,0,0.8,320,680,-360,toward_left_pole,-1,0.75,910,90,820,toward_right_pole,1,0.98
tranquil,google/gemini-3-flash-preview,ok,,"Tranquil represents a high-valence, low-arousal state of calm, characterized by high internal control and low environmental uncertainty.",880,120,760,toward_right_pole,1,0.95,120,880,-760,toward_left_pole,-1,0.98,740,260,480,toward_right_pole,1,0.85,150,850,-700,toward_left_pole,-1,0.8,350,650,-300,toward_left_pole,-1,0.75
trapped,google/gemini-3-flash-preview,ok,,"Trapped is a high-arousal, low-valence state defined by a near-total lack of control and perceived helplessness in a restrictive situation.",120,880,-760,toward_left_pole,-1,0.95,680,320,360,toward_right_pole,1,0.85,45,955,-910,toward_left_pole,-1,0.98,710,290,420,toward_right_pole,1,0.8,320,680,-360,toward_left_pole,-1,0.75
triumphant,google/gemini-3-flash-preview,ok,,"Triumphant is a high-arousal, high-control positive state following success, signaling maximum agency and the resolution of a challenge.",915,85,830,toward_right_pole,1,0.98,840,160,680,toward_right_pole,1,0.95,960,40,920,toward_right_pole,1,0.97,120,880,-760,toward_left_pole,-1,0.92,410,590,-180,toward_left_pole,-1,0.85
trusting,google/gemini-3-flash-preview,ok,,"Trusting is a high-valence, low-arousal state characterized by social connection and a significant reduction in perceived uncertainty regarding another's actions.",840,160,680,toward_right_pole,1,0.95,320,680,-360,toward_left_pole,-1,0.85,680,320,360,toward_right_pole,1,0.8,210,790,-580,toward_left_pole,-1,0.9,920,80,840,toward_right_pole,1,0.98
uneasy,google/gemini-3-flash-preview,ok,,"Uneasy represents a low-valence, high-uncertainty state where the individual feels a lack of control and mild physiological tension regarding an unpredictable situation.",280,720,-440,toward_left_pole,-1,0.95,540,460,80,toward_right_pole,1,0.85,310,690,-380,toward_left_pole,-1,0.9,820,180,640,toward_right_pole,1,0.95,450,550,-100,toward_left_pole,-1,0.7
unfulfilled,google/gemini-3-flash-preview,ok,,Unfulfilled is a low-arousal negative state characterized by a lack of agency and a focus on internal dissatisfaction regarding unmet personal goals.,210,790,-580,toward_left_pole,-1,0.95,380,620,-240,toward_left_pole,-1,0.85,320,680,-360,toward_left_pole,-1,0.9,450,550,-100,toward_left_pole,-1,0.8,280,720,-440,toward_left_pole,-1,0.85
unhappy,google/gemini-3-flash-preview,ok,,"Unhappy is a low-arousal, negatively-valenced state characterized by low agency and a focus on internal dissatisfaction or loss.",180,820,-640,toward_left_pole,-1,0.98,350,650,-300,toward_left_pole,-1,0.9,310,690,-380,toward_left_pole,-1,0.85,420,580,-160,toward_left_pole,-1,0.8,450,550,-100,toward_left_pole,-1,0.75
unnerved,google/gemini-3-flash-preview,ok,,"Unnerved describes a state of being deprived of courage and composure, marked by high uncertainty, low control, and negative valence.",210,790,-580,toward_left_pole,-1,0.95,680,320,360,toward_right_pole,1,0.9,180,820,-640,toward_left_pole,-1,0.9,820,180,640,toward_right_pole,1,0.85,450,550,-100,toward_left_pole,-1,0.7
unsafe,google/gemini-3-flash-preview,ok,,"Unsafe is a high-arousal, low-valence state defined by a lack of control and high uncertainty regarding environmental or social stability.",120,880,-760,toward_left_pole,-1,0.95,780,220,560,toward_right_pole,1,0.9,150,850,-700,toward_left_pole,-1,0.85,890,110,780,toward_right_pole,1,0.9,410,590,-180,toward_left_pole,-1,0.7
unsettled,google/gemini-3-flash-preview,ok,,"Unsettled is characterized by high uncertainty and low control, manifesting as a mildly unpleasant, agitated state of instability.",320,680,-360,toward_left_pole,-1,0.9,580,420,160,toward_right_pole,1,0.85,310,690,-380,toward_left_pole,-1,0.8,840,160,680,toward_right_pole,1,0.95,450,550,-100,toward_left_pole,-1,0.7
unsupported,google/gemini-3-flash-preview,ok,,"Unsupported reflects a negative, low-control state characterized by social isolation and a perceived lack of external assistance or validation.",210,790,-580,toward_left_pole,-1,0.95,420,580,-160,toward_left_pole,-1,0.85,180,820,-640,toward_left_pole,-1,0.9,680,320,360,toward_right_pole,1,0.8,740,260,480,toward_right_pole,1,0.85
upset,google/gemini-3-flash-preview,ok,,"Upset is a high-arousal, negative valence state typically associated with low agency and situational frustration.",180,820,-640,toward_left_pole,-1,0.95,680,320,360,toward_right_pole,1,0.9,310,690,-380,toward_left_pole,-1,0.85,550,450,100,toward_right_pole,1,0.8,420,580,-160,toward_left_pole,-1,0.75
vengeful,google/gemini-3-flash-preview,ok,,"Vengefulness is a high-arousal, negative state focused on social retaliation, where the individual feels a degree of agency to correct a perceived wrong.",180,820,-640,toward_left_pole,-1,0.95,820,180,640,toward_right_pole,1,0.9,610,390,220,toward_right_pole,1,0.85,340,660,-320,toward_left_pole,-1,0.8,890,110,780,toward_right_pole,1,0.95
